keyword|datatype|description|unit
FLXAMP1G|float|Dark curr, Green amp region 1 = [3700:4000,700:1000]|e-/hr
FLXAMP2G|float|Dark curr, Green amp region 2 = [3700:4000,3080:3380]|e-/hr
FLXCOLLG|float|Dark curr, Green coll-side region = [3700:4000,700:1000]|e-/hr
FLXECHG|float|Dark curr, Green ech-side region = [3700:4000,700:1000]|e-/hr
FLXREG1R|float|Dark curr, Red region 1 = [1690:1990,1690:1990]|e-/hr
FLXREG2R|float|Dark curr, Red region 2 = [1690:1990,2090:2390]|e-/hr
FLXREG3R|float|Dark curr, Red region 3 = [2090:2390,1690:1990]|e-/hr
FLXREG4R|float|Dark curr, Red region 4 = [2090:2390,2090:2390]|e-/hr
FLXREG5R|float|Dark curr, Red region 5 = [80:380,3080:3380]|e-/hr
FLXREG6R|float|Dark curr, Red region 6 = [1690:1990,1690:1990]|e-/hr
FLXAMP1R|float|Dark curr, Red amp region 1 = [3700:4000,700:1000]|e-/hr
FLXAMP2R|float|Dark curr, Red amp region 2 = [3700:4000,3080:3380]|e-/hr
FLXCOLLR|float|Dark curr, Red coll-side region = [3700:4000,700:1000]|e-/hr
FLXECHR|float|Dark curr, Red ech-side region = [3700:4000,700:1000]|e-/hr
GDRXRMS|float|x-coordinate RMS guiding error|mas
GDRYRMS|float|y-coordinate RMS guiding error|mas
GDRRRMS|float|r-coordinate RMS guiding error|mas
GDRXBIAS|float|x-coordinate bias guiding error|mas
GDRYBIAS|float|y-coordinate bias guiding error|mas
GDRSEEJZ|float|Seeing in J+Z-band from Moffat func fit|arcsec
GDRSEEV|float|Scaled seeing in V-band from J+Z-band|arcsec
GDRFWMD|float|Guider frames: median(FWHM)|mas
GDRFWSTD|float|Guider frames: std(FWHM)|mas
GDRFXMD|float|Guider frames: median(flux)|ADU
GDRFXSTD|float|Guider frames: std(flux)|ADU
GDRPKMD|float|Guider frames: median(flux)|ADU
GDRPKSTD|float|Guider frames: std(flux)|ADU
GDRFRSAT|float|Guider: frac of frames w/in 90% saturated|None
GDRNSAT|int|Guider: number of 90% saturated pix in co-added image|None
MOONSEP|float|Separation between Moon and target star|deg
SUNALT|float|Altitude of Sun; negative = below horizon|deg
AGEBIAS|float|BIASFILE age|days
AGEDARK|float|DARKFILE age|days
AGEFLAT|float|FLATFILE age|days
XDSPDYG1|float|Green cross-dispersion offset compared to master reference|pixels
XDSPDYR1|float|Red cross-dispersion offset compared to master reference|pixels
XDSPDYG2|float|Green cross-dispersion offset compared to reference in era|pixels
XDSPDYR2|float|Red cross-dispersion offset compared to reference in era|pixels
XDSPSYG1|float|Uncertainty in XDSPDYG1|pixels
XDSPSYR1|float|Uncertainty in XDSPDYR1|pixels
XDSPSYG2|float|Uncertainty in XDSPDYG2|pixels
XDSPSYR2|float|Uncertainty in XDSPDYR2|pixels
